code,city,airport,country,provider,base,lat,lon
RPR,Rajpur,Swami Vivekananda International Airport,India,SITA,131.725,21.1833,81.7333
RST,Rochester/MN,Rochester Intl Airport,USA,SITA,136.85,43.9167,-92.5000
RSW,Fort Myers/FL,Southwest Florida Intl Airport,USA,Harris,136.85,26.5167,-81.7500
RTB,Roatan,Juan Manuel Galvez Intl Airport,Honduras,SITA,131.725,16.3167,-86.5167
RTM,Rotterdam,Rotterdam Airport,Netherlands,SITA,131.725,51.9500,4.4333
RTV,Several,Romatsa Test Vgs,Romania,Romatsa,131.725,45.5667,24.7500
RUH,Riyadh,King Khaled Int’l Airport,Saudi Arabia,GACA,131.725,24.9500,46.7000
RUN,St Denis,St Denis Gillot Airport,Reunion,SITA,131.725,-20.8833,55.5000
RVN,Rovaniemi,Rovaniemi Airport,Finland,SITA,131.725,66.5500,25.8167
RZE,Rzeszow,Jasionka Airport,Poland,SITA,131.725,50.1000,22.0167
SAH,Sana’a,Sana’a Int’l Airport,Yemen,SITA,131.725,15.4667,44.2167
SAL,San Salvador,El Salvador Comalapa Int’l Airport,El Salvador,SITA,131.725,13.4333,-89.0500
SAN,San Diego/CA,San Diego Int’l Airport,USA,SITA,136.85,33.3000,-116.8333
SAP,La Lima Cortes,Ramon Villeda Morales Int’l Airport,Honduras,SITA,131.725,15.4500,-87.9167
SAT,San Antonio/TX,San Antonio Int’l Airport,USA,SITA,136.85,29.5333,-98.4833
SAV,Savannah/GA,Savannah Hilton Head Int’l Airport,USA,SITA,136.85,32.1333,-81.1833
SAW,Sabiha,Sabiha Gokcen Intl Airport,Turkey,SITA,131.725,40.9000,29.3000
SBA,Goleta/CA,Santa Barbara Municipal Airport,USA,SITA,136.85,34.4333,-119.8333
SBN,South Bend/IN,South Bend Regional Airport,USA,SITA,136.85,41.7000,-86.3167
SBP,San Luis Obispo/CA,San Luis County Rgnl Airport,USA,SITA,136.85,35.2333,-120.6333
SBW,Sibu,Sibu Airport,Malaysia,SITA,131.55,2.2500,111.9833
SBY,Salisbury/MD,Salisbury Ocean City Wicomico Rgnl Airport,USA,SITA,136.85,38.3333,-75.5167
SCE,State College/PA,University Park Airport,USA,SITA,136.85,40.8500,-77.8333
SCF,Scottsdale/AZ,Scottsdale Airport,USA,SITA,136.85,33.6167,-111.9000
SCL,Santiago,Arturo Merino Benitez Int’l Airport,Chile,SITA,131.725,-33.3833,-70.7833
SCN,Saarbrcken,Saarbrcken Int’l Airport,Germany,DFS,131.725,49.2167,7.1000
SCO,Aktau,Shevchenko Int’l Airport,Kazakhstan,SITA,131.725,43.8500,51.0833
SCQ,Santiago,Santiago de Compostela Airport,Spain,ENAIRE,131.725,42.9000,-8.4000
SCW,Syktyvkar,Syktyvkar Airport,Russia,SITA,131.725,61.6500,50.8333
SCY,San Cristobal,Aeropuerto Isla San Cristobal,Ecuador,SITA,131.725,-0.9000,-89.6167
SDF,Louisville/KY,Louisville Int’l Standiford Field Airport,USA,SITA,136.85,38.1667,-85.7333
SDJ,Sendai,Sendai Airport,Japan,Avicom,131.45,38.1333,140.9167
SDK,Sandakan,Sandakan Airport,Malaysia,SITA,131.55,5.8833,118.0500
SDL,Sundsvall,Sundsvall Harnosand Intl Airport,Sweden,SITA,131.725,62.5167,17.4333
SDQ,Santo Domingo,Las Americas Intl Airport,Dominican Republic,SITA,131.725,18.4333,-69.6667
SDU,Rio de Janerio,Santos Dumont,Brazil,SITA,131.55,-22.9000,-43.1500
SEA,Seattle/WA,Seattle Tacoma Intl Airport,USA,SITA,136.85,47.4333,-122.2833
SEZ,Mahe Island,Seychelles Int’l Airport,Seychelles,SITA,131.725,-4.6667,55.5167
SFO,San Francisco/CA,San Francisco Int’l Airport,USA,SITA,136.85,37.6167,-122.3833
SFS,Subic Bay,Subic Bay Int’l Airport,Philippines,SITA,131.55,14.7833,120.2667
SGC,Surgut,Airport,Russia,SITA,131.725,61.3333,73.4000
SGF,Springflied/MO,Springfield Branson Natl Airport,USA,SITA,136.85,37.2500,-93.3667
SGN,Ho Chi Minh City,Tan Son Nhat Int’l Airport,Viet Nam,SITA,131.55,10.8000,106.6500
SGR,Sugar Land/TX,Sugar Land Regional Airport,USA,SITA,136.85,29.6167,-95.6500
SHB,Nakashibetsu,Nakashibetsu Airport,Japan,Avicom,131.45,43.5667,144.9500
SHI,Shimojishima,Shimojishima Airport,Japan,Avicom,131.45,24.8167,125.1500
SHJ,Sharjah,Sharjah Int’l Airport,United Arab Emirates,SITA,131.725,25.3167,55.5000
SHM,Shirahama,Shirahama Airport,Japan,Avicom,131.45,33.8333,135.3667
SHV,Shreveport/LA,Shreveport Regional Airport,USA,SITA,136.85,32.4500,-93.8167
SID,Sal,Amilcar Cabral Intl Airport,Cape Verde,SITA,131.725,16.7333,-22.9333
SIN,Singapore,Singapore Changi Int’l Airport,Singapore,SITA,131.55,1.3500,103.9833
SJC,San Jose/CA,Norman Y Mineta San Jose Int’l Airport,USA,SITA,136.85,37.3500,-121.9167
SJD,Cabo San Lucas,Los Cabos Int’l Airport,Mexico,SITA,131.725,23.1500,-109.7167
SJJ,Sarajevo,Sarajevo Airport,Bosnia Herzegovina,SITA,131.725,43.8167,18.3333
SJK,São José dos Campos,Aeroporto Internacional Urbano Ernesto Stumpf,Brazil,SITA,131.55,-23.2167,-45.8500
SJL,São Gabriel da Cachoeira,Destacamento de Controle do Espaço Aéreo,Brazil,SITA,131.55,-0.1333,-67.0500
SJO,San Jose,Juan Santamaria Int’l Airport,Costa Rica,SITA,131.725,10.0000,-84.2000
SJU,San Juan,Luis Munoz Marin Int’l Airport,Puerto Rico,SITA,131.725,18.4333,-66.0000
SKG,Thessaloniki,Macedonia Airport,Greece,SITA,131.725,40.5167,22.9833
SLA,Salta,Martín Miguel de Gemes Intl’ Airport,Argentina,SITA,131.725,-24.8333,-65.4667
SLC,Salt Lake City/UT,Salt Lake City Int’l Airport,USA,SITA,136.85,40.7833,-111.9833
SLL,Salalah,Salalah Airport,Oman,SITA,131.725,17.0333,54.1000
SLY,Salekhard,Salekhard Airport,Russia,SITA,131.725,66.5833,66.6000
SLZ,São Luis,Aeroporto Internacional Marechal Cunha Machado,Brazil,SITA,131.55,-2.5833,-44.2333
SMF,Sacramento/CA,Sacramento Int’l Airport,USA,SITA,136.85,38.6833,-121.5833
SMR,Santa Marta,Simon Bolivar Int’l Airport,Colombia,SITA,131.725,11.1167,-74.2333
SNA,Santa Ana/CA,John Wayne Airport Orange County,USA,SITA,136.85,33.6667,-117.8667
SNN,Shannon,Shannon Int’l Airport,Ireland,SITA,131.725,52.6833,-8.9167
SNU,Santa Clara,Aeropuerto Abel Santa Maria,Cuba,SITA,131.725,22.5000,-79.9333
SOC,Solo city,Adi Sumarmo Wiryokusumo Int’l Airport,Indonesia,SITA,131.55,-7.5167,110.7500
SOF,Sofia,Sofia Int’l Airport,Bulgaria,Bulatsa,131.725,42.6833,23.4000
SOQ,Sorong,Domine Eduard Osok Airport,Indonesia,SITA,131.55,-0.8833,131.2833
SPC,La Palma (Santa Cruz),Santa Cruz La Palma Int’l Airport,Spain,ENAIRE,131.725,28.6167,-17.7500
SPI,Springfield/IL,Abraham Lincoln Capital Airport,USA,SITA,136.85,39.8500,-89.6667
SPS,Wichita Falls/TX,Sheppard Afb Wichita Falls Municipal Airport,USA,SITA,136.85,33.9667,-98.4833
SPU,Split,Split Int’l Airport,Croatia,SITA,131.725,43.5333,16.3000
SRG,Sorong,Achmad Yani International Airport,Indonesia,SITA,131.55,-6.9667,110.3667
SRQ,Sarasota/FL,Sarasota Bradenton Int’l Airport,USA,Harris,136.85,27.4000,-82.5500
SSA,Salvador,Deputado Luis Eduardo Magalhaes,Brazil,SITA,131.55,-12.9000,-38.3333
SSG,Malabo,Malabo international airport,Equatorial Guinea,SITA,131.725,3.7500,8.7000
SSH,Sharm El Sheikh,Sharm El Sheikh Int’l Airport,Egypt,SITA,131.725,27.9667,34.3833
STI,Santiago,Cibao Int’l Airport,Dominican Republic,SITA,131.725,19.4667,-70.6833
STL,St Louis/MO,Lambert St Louis Int’l Airport,USA,SITA,136.85,38.7333,-90.3667
STM,Santarem,Santarem Airport,Brazil,SITA,131.55,-2.4167,-54.7833
STN,London,Stansted Int’l Airport,United Kingdom,SITA,131.725,51.8833,0.2500
STR,Stuttgart,Echterdingen Int’l Airport,Germany,DFS,131.725,48.6833,9.2167
STT,St. Thomas/VI,Cyril E King Int’l Airport,U.S. Virgin Islands,SITA,131.725,18.3333,-64.9667
STX,Christiansted/St Croix/VI,Henry E Rohlsen Int’l Airport,U.S. Virgin Islands,SITA,131.725,17.7000,-64.7833
SUB,Surabaya,Juanda Int’l Airport,Indonesia,SITA,131.55,-7.3667,112.7833
SUS,Chesterfield/MO,Spirit Of St Louis Int’l Airport,USA,SITA,136.85,38.6500,-90.6500
SUX,Sioux City/IA,Sioux Gateway Col Bud Day Field,USA,SITA,136.85,42.4000,-96.3667
SVG,Stavanger,Sola Int’l Airport,Norway,SITA,131.725,58.8833,5.6167
SVO,Moscow,Sheremetyevo Int’l Airport,Russia,SITA,131.725,55.9667,37.4167
SVQ,Sevilla,San Pablo Int’l Airport,Spain,ENAIRE,131.725,37.4167,-5.9000
SVX,Ekaterinburg,Koltsovo Int’l Airport,Russia,SITA,131.725,56.7500,60.8000
SWF,New Windsor/NY,Stewart Int’l Airport,USA,SITA,136.85,41.5000,-74.1000
SXB,Strasbourg,Entzheim Int’l Airport,France,SITA,131.725,48.5333,7.6167
SXF,Berlin,Berlin int’l Airport,Germany,DFS,131.725,52.3500,13.4833
SXM,St Maarten,Princess Juliana Int’l Airport,Netherlands Antilles,SITA,131.725,18.0333,-63.1000
SXR,Srinagar,Srinagar Airport,India,SITA,131.725,34.0000,74.7500
SYD,Sydney,Sydney (Kingsford Smith) Airport,Australia,SITA,131.55,-33.9333,151.1667
SYO,Shonai,Shonai Airport,Japan,Avicom,131.45,38.8167,139.7833
SYR,Syracuse/NY,Syracuse Hancock Int’l Airport,USA,SITA,136.85,43.1000,-76.1167
SYY,Stornoway,Stornoway Airport,United Kingdom,SITA,131.725,58.2167,-6.3167
SYZ,Shiraz,Shiraz International Airport,Iran,SITA,131.725,29.5333,52.5833
SZB,Subang,Sultan Abdul Aziz Shah Airport,Malaysia,SITA,131.55,3.1333,101.5500
SZG,Salzburg,W. A. Mozart Airport,Austria,SITA,131.725,47.7833,13.0000
TAB,Trinidad & Tobago,A.N.R. Robinson International,Tobago,SITA,131.725,11.1500,-60.8333
TAE,Taegu,Daegu Int’l Airport,Rep. Of Korea,SITA,131.55,35.8833,128.6500
TAK,Takamatsu,Takamatsu Airport,Japan,Avicom,131.45,34.2167,134.0167
TAM,Tampico,General Francisco Javier Mina Int’l Airport,Mexico,SITA,131.725,22.2833,-97.8667
TAS,Tashkent,Tashkent Int’l Airport,Uzbekistan,SITA,131.725,41.2500,69.2667
TBS,Tbilissi,Tbilissi Int’l Airport,Georgia,SITA,131.725,41.6667,44.9500
TCA,Tennant Creek,Tennant Creek Airport,Australia,SITA,131.55,-19.6333,134.1833
TCQ,Tacna,Coronel Carlos Ciriani Santa Rosa Int’l Airport,Peru,SITA,131.725,-18.0500,-70.2667
TEB,Teterboro/NJ,Teterboro Airport,USA,SITA,136.85,40.8333,-74.0667
TFN,Tenerife,Tenerife Norte - Los Rodeos Airport,Spain,ENAIRE,131.725,28.4667,-16.3333
TFS,Tenerife,"Tenerife South-Reina Sofia Airport,",Spain,ENAIRE,131.725,28.0500,-16.5667
TGG,Kuala Terengganu,Sultan Mahmud Int’l Airport,Malaysia,SITA,131.55,5.3833,103.1000
TGU,Tegucigalpa,Toncontin Int’l Airport,Honduras,SITA,131.725,14.0500,-87.2167
THD,TING GIA,Thanh Hoa Airport,Viet Nam,SITA,131.55,19.9000,105.4667
THR,Tehran,Mehrabad International Airport,Iran,SITA,131.725,35.6833,51.3000
TIA,Tirana,Rinas Airport,Albania,SITA,131.725,41.4167,19.7000
TIF,Taif,Ta’if Airport,Saudi Arabia,GACA,131.725,21.4833,40.5500
TIP,Tripoli,Tripoli International Airport,Lybia,SITA,131.725,32.6500,13.1500
TIS,Thursday,The Horn Island (Ngurapai) Airport,Australia,SITA,131.55,-10.5833,142.2167
TJM,Tyumen,Airport,Russia,SITA,131.725,57.1833,65.5500
TKI,McKinney/TX,Collin Co Rgnl At Mc Kinney,USA,SITA,136.85,33.1667,-96.5833
TKS,Tokushima,Tokushima Airport,Japan,Avicom,131.45,34.1333,134.5833
TLC,Toluca,Licenciado Adolfo Lopez Mateos Int’l Airport,Mexico,SITA,131.725,19.3333,-99.5667
TLH,Tallahassee/FL,Tallahassee Rgnl Airport,USA,Harris,136.85,30.4000,-84.3333
TLL,Tallinn,Tallinn Airport,Estonia,SITA,131.725,59.4167,24.8000
TLN,Toulon,Le Palyvestre Airport,France,SITA,131.725,43.0833,6.1500
TLS,Toulouse,Toulouse - Blagnac Airport,France,SITA,131.725,43.6167,1.3667
TLV,Tel Aviv,Ben Gurion Int’l Airport,Israel,SITA,131.725,31.9833,34.8833
TMP,Tampere Pirkkala,Tampere Pirkkala Airport,Finland,SITA,131.725,61.4167,23.6167
TMR,Tamanrasset,Hadj Bey Akhamok int’l Airport,Algeria,SITA,131.725,22.8000,5.4500
TMW,Tamworth,Tamworth Airport,Australia,SITA,131.55,-31.0833,150.8500
TNG,Tangier,Ibn Batouta Int’l Airport,Morocco,SITA,131.725,35.7167,-5.9167
TNR,Antananarivo,Ivato Int’l Airport,Madagascar,SITA,131.725,-18.8000,47.4667
TOF,Tomsk,Tomsk Airport,Russia,SITA,131.725,56.3833,85.2000
TOL,Toledo/OH,Toledo Express Airport,USA,SITA,136.85,41.5833,-83.8000
TOS,Tromsoe,Langnes Airport,Norway,SITA,131.725,69.6833,18.9000
TOY,Toyama,Toyama Airport,Japan,Avicom,131.45,36.6333,137.1833
TPA,Tampa/FL,Tampa Int’l Airport,USA,SITA,136.85,27.9667,-82.5333
TPE,Taipei,Taiwan Taoyuan International Airport,Taiwan,SITA,131.55,25.0833,121.2333
TPP,Tarapoto,Cadete Guillermo Del Castillo Paredes Airport,Peru,SITA,131.725,-6.5000,-76.3667
TRC,Torreon Coahuila,International Airport Torreon,Mexico,SITA,131.725,25.5667,-103.4000
TRC,Torreon Coahuila,International Airport Torreon,Mexico,SITA,136.85,25.5667,-103.4000
TRD,Trondheim,Vaernes Airport,Norway,SITA,131.725,63.4500,10.9167
TRF,Torp,Sandefjord - Torp Airport,Norway,SITA,131.725,59.1667,10.2500
TRI,Blountville/TN,Tri Cities Rgnl Airport,USA,SITA,136.85,36.4833,-82.4000
TRN,Turin,Turin Int’l Airport,Italy,SITA,131.725,45.1833,7.6333
TRU,Trujillo,Capitan Carlos Martinez De Pinillos Int’l Airport,Peru,SITA,131.725,-8.0833,-79.1000
TRV,Trivandum,Trivandum Int’l Airport,India,SITA,131.725,8.4667,76.9167
TSA,Sungshan,Sungshan Domestic Airport,Taiwan,SITA,131.55,25.0500,121.5500
TSE,Astana,Astana Int’l Airport,Kazakhstan,SITA,131.725,51.0167,71.4500
TSF,Treviso,Sant’Angelo Treviso Airport,Italy,SITA,131.725,45.6500,12.2000
TSJ,Tsushima,Tsushima Airport,Japan,Avicom,131.45,34.2833,129.3333
TSR,Timisoara,Timisoara - Traian Vuia - Int’l Airport,Romania,Romatsa,131.725,45.8000,21.3333
TSV,Townsville,Townsville Int’l Airport,Australia,SITA,131.55,-19.2500,146.7667
TTE,Ternate,Sultan Babullah Airport (Ternate),Indonesia,SITA,131.55,0.8333,127.3667
TTJ,Tottori,Tottori Airport,Japan,Avicom,131.45,35.5167,134.1667
TTN,Trenton/NJ,Trenton Mercer Airport,USA,SITA,136.85,40.2667,-74.8167
TUC,San Miguel Tucuman,Teniente General Benjamín Matienzo Intl’ Airport,Argentina,SITA,131.725,-26.8333,-65.1000
TUL,Tulsa/OK,Tulsa Int’l Airport,USA,SITA,136.85,36.2000,-95.8833
TUN,Tunis,Carthage Int’l Airport,Tunisia,SITA,131.725,36.8500,10.2167
TUS,Tucson/AZ,Tucson Int’l Airport,USA,SITA,136.85,32.1167,-110.9333
TUU,Tabuk,Tabuk Regional Airport,Saudi Arabia,GACA,131.725,28.3667,36.6167
TVC,Traverse City/MI,Cherry Capital Airport,USA,SITA,136.85,44.7333,-85.5667
TWU,Tawau,Tawau Airport,Malaysia,SITA,131.55,4.3000,118.1167
TXL,Berlin,Tegel Int’l Airport,Germany,DFS,131.725,52.5500,13.2833
TYR,Tyler/TX,Tyler Pounds Rgnl Airport,USA,SITA,136.85,32.3500,-95.4000
TYS,Knoxville/TN,Mc Ghee Tyson Airport,USA,SITA,136.85,35.8000,-83.9833
TZX,Trabzon,Trabzon Airport,Turkey,SITA,131.725,40.9833,39.7833
UAK,Narsarsuaq,No Airport,Greenland,SITA,131.725,60.7167,-46.0167
UAQ,San Juan,Aeropuerto de San Juan,Argentina,SITA,131.725,-31.5667,-68.4167
UBJ,Ube,Yamaguchi Ube Airport,Japan,Avicom,131.45,33.9333,131.2667
UEO,Kumejima,Kumejima Airport,Japan,Avicom,131.45,26.3500,126.7167
UET,Quetta,Quetta Intl’ Airport,Pakistan,SITA,131.725,30.2000,66.9333
UFA,Ufa,Ufa Int’l Airport,Russia,SITA,131.725,54.5667,55.8833
UIH,Qui Nhon,Phu Cat Airport,Viet Nam,SITA,131.55,13.9500,109.0333
UIO,Quito,Mariscal Sucre Int’l Airport,Ecuador,SITA,131.725,-0.1167,-78.3500
UKB,Kobe,Kobe Airport,Japan,Avicom,131.45,34.6333,135.2333
UKK,Öskemen,Öskemen Airport,Kazakhstan,SITA,131.725,50.0333,82.4833
ULN,Ulan Bator,Chinggis Khaan Int’l Airport,Mongolia,SITA,131.725,47.8500,106.9167
UPG,Ujung Padang,Sultan Hassanuddin International Airport,Indonesia,SITA,131.55,-5.0500,119.5667
URG,Uruguaiana,Rubem Berta,Brazil,SITA,131.55,-29.7833,-57.0333
USH,Ushuaia/Terra del Fuego,Malvinas Argentinas International Airport,Argentina,SITA,131.725,-54.8333,-68.3000
USN,Ulsan,Ulsan Airport,Rep. Of Korea,SITA,131.55,35.5833,129.3500
UTM,Tunica,Tunica Municipal,USA,SITA,136.85,34.6833,-90.3500
UUS,Yuzhno-Sakhalinsk,Yuzhno-Sakhalinsk Airport,Russia,SITA,131.725,46.8833,142.7167
UVF,St Lucia,Hewanorra Int’l Airport,Saint Lucia,SITA,131.725,13.7333,-60.9500
VAN,Van,Van Airport,Turkey,SITA,131.725,38.4667,43.3333
VAR,Varna,Varna Int’l Airport,Bulgaria,Bulatsa,131.725,43.2333,27.8167
VBY,Visby,Visby Airport,Sweden,SITA,131.725,57.6333,18.3167
VCA,Can Tho,Can Tho International Airport,Viet Nam,SITA,131.55,10.0833,105.7000
VCE,Venice,Venezia Tessera Int’l Airport,Italy,SITA,131.725,45.5000,12.3333
VFA,Victoria Falls,Victoria Falls Int’l Airport,Zimbabwe,SITA,131.725,-18.0833,25.8500
VGO,Vigo,Vigo Airport,Spain,ENAIRE,131.725,42.2167,-8.6333
VIE,Vienna,Schwechat Airport,Austria,SITA,131.725,48.1167,16.5500
VII,Vinh,Vinh Airport,Viet Nam,SITA,131.55,18.7333,105.6667
VIT,Vitoria,Vitoria Int’l Airport,Spain,ENAIRE,131.725,42.8833,-2.7333
VKO,Moscow Vnukovo,Moscow Vnukovo Airport,Russia,SITA,131.725,55.5833,37.2500
VLC,Valencia,Valencia Airport,Spain,ENAIRE,131.725,39.4833,-0.4833
VLI,Port Vila,Bauer Field Airport,Vanuatu,SITA,131.55,-17.7000,168.3167
VLN,Valencia/,Arturo Michelena International Airport,Venezuela,SITA,131.725,10.1500,-67.9167
VNO,Vilnius,Vilnius Int’l Airport,Lithuania,SITA,131.725,54.6333,25.2667
VNS,Varanasi,Lal Bahadur Shastri International Airport,India,SITA,131.725,25.4500,82.8500
VNY,Van Nuys/CA,Van Nuys Airport,USA,SITA,136.85,34.1833,-118.4833
VOG,Volgograd,Volgograd Gumrak Airport,Russia,SITA,131.725,48.7833,44.3333
VPS,Elgin AFB/FL,Okaloosa Rgnl Airport,USA,Harris,136.85,30.4667,-86.5000
VQQ,Jacksonville/FL,Cecil Airport,USA,Harris,136.85,30.2167,-81.8667
VRN,Verona,Verona - Villafranca Airport,Italy,SITA,131.725,45.3833,10.8833
VSA,Villahermosa,Carlos Rovirosa Perez Int’l Airport,Mexico,SITA,131.725,17.9833,-92.8167
VTE,Vientiane,Wattay Int’l Airport,Laos,SITA,131.55,17.9667,102.6000
VTZ,Vizag,Visakhapatnam Airport,India,SITA,131.725,17.7167,83.2167
VUP,Valledupar,Alfonso Lopez Pumarejo,Colombia,SITA,131.725,10.4333,-73.2500
VVI,Santa Cruz,Viru Viru Int’l Airport,Bolivia,SITA,131.725,-17.6500,-63.1333
VVO,Vladivostok,Knevichi Airport,Russia,SITA,131.725,43.3667,132.1333
VVZ,Illizi,Takhamalt Airport,Algeria,SITA,131.725,26.7167,8.6167
VXO,Vaksjo,Smaland Airport,Sweden,SITA,131.725,56.9167,14.7167
WAW,Warsaw,Frederic Chopin Airport,Poland,SITA,131.725,52.1667,20.9500
WDH,Windhoek,Hosea Kutako Int’l Airport,Namibia,SITA,131.725,-22.4833,17.4500
WKJ,Wakkanai,Wakkanai Airport,Japan,Avicom,131.45,45.3833,141.8000
WLG,Wellington,Wellington Int’l Airport,New Zealand,SITA,131.55,-41.2833,174.7833
WRY,Westray,Westray,United Kingdom,SITA,131.725,59.3500,-2.9500
XFW,Airbus Hamburg,Airport Finkenwerder,Germany,DFS,131.725,53.5333,9.8333
XNA,Bentonville/AR,Northwest Arkansas Rgnl Airport,USA,SITA,136.85,36.2833,-94.2833
XRY,Jerez,Jerez Airport,Spain,ENAIRE,131.725,36.7333,-6.0500
YAK,Yakutat/AK,Yakutat Airport,USA,SITA,136.85,59.5000,-139.6667
YAM,Sault St Marie,Sault St Marie Airport,Canada,SITA,136.85,46.4833,-84.5000
YAY,St Anthony,St Anthony Airport,Canada,SITA,131.725,51.3833,-56.0833
YAY,St Anthony,St Anthony Airport,Canada,SITA,136.85,51.3833,-56.0833
YDF,Deer Lake,Deer Lake Regional,Canada,SITA,136.85,49.2000,-57.3833
YEG,Edmonton,Edmonton Int’l Airport,Canada,SITA,136.85,53.3000,-113.6500
YFB,Iqualit,Iqualit Airport,Canada,SITA,136.85,63.7500,-68.5333
YFC,Fredericton,Fredericton International Airport,Canada,SITA,136.85,45.8667,-66.5333
YFI,Firebag,Suncor Firebag Aerodrome Airport,Canada,SITA,136.85,57.2667,-110.9667
YGJ,Yonago,Yonago Airport,Japan,Avicom,131.45,35.5000,133.2333
YGL,La Grande rivière,La Grande rivière Airport,Canada,SITA,136.85,53.6333,-77.7000
YHD,Dryden,Dryden Rgnl Airport,Canada,SITA,136.85,49.8333,-92.7333
YHM,Hamilton,Hamilton Int’l Airport,Canada,SITA,136.85,43.1500,-79.9167
YHO,Hopedale,Hopedale Airport,Canada,SITA,131.725,55.4667,-60.2167
YHO,Hopedale,Hopedale Airport,Canada,SITA,136.85,55.4667,-60.2167
YHZ,Halifax,Halifax Int’l Airport,Canada,SITA,136.85,44.8833,-63.5167
YJT,Stephenville,Stephenville Airport,Canada,SITA,136.85,48.5333,-58.5500
YKA,Kamloops/BC,Kamloops Airport Ltd.,Canada,SITA,136.85,50.7000,-120.3833
YKF,Breslau/Ont,Region of Waterloo International Airport,Canada,SITA,136.85,43.4500,-80.3833
YKS,Yakutsk,Yakutsk Airport,Russia,SITA,131.725,62.0833,129.7667
YLW,Kelowna,Kelowna Int’l Airport,Canada,SITA,136.85,49.9500,-119.3833
YMM,Fort Mcmurray,Fort Mcmurray Airport,Canada,SITA,136.85,56.6500,-111.2167
YMO,Moosonee,Moosonee Airport,Canada,SITA,136.85,51.2833,-80.6167
YMT,Chibougamau,Chapaix Airport,Canada,SITA,136.85,49.9333,-74.3333
YMX,Mirabel,Mirabel Int’l Airport,Canada,SITA,136.85,45.6667,-74.0333
YNB,Yanbu,Yanbu Airport,Saudi Arabia,GACA,131.725,24.1333,38.0167
YOW,Ottawa,Ottawa Macdonald Cartier Int’l Airport,Canada,SITA,136.85,45.3000,-75.6667
YQB,Quebec,Quebec Jean Lesage Int’l Airport,Canada,SITA,136.85,46.7833,-71.3667
YQG,Windsor,Windsor international airport,Canada,SITA,136.85,42.2667,-82.9500
YQM,Moncton,Greater Moncton Int’l Airport,Canada,SITA,136.85,46.1000,-64.6667
YQQ,Comox,Comox Valley Airport,Canada,SITA,136.85,49.7000,-124.9000
YQR,Regina,Regina Airport,Canada,SITA,136.85,50.4167,-104.6667
YQT,Thunder Bay,Thunder Bay Airport,Canada,SITA,136.85,48.3667,-89.3167
YQU,Grande Prairie,Grande Prairie Airport,Canada,SITA,136.85,55.1667,-118.8667
YQX,Gander,Gander Int’l Airport,Canada,SITA,131.725,48.9333,-54.5667
YQX,Gander,Gander Int’l Airport,Canada,SITA,136.85,48.9333,-54.5667
YQY,Reserve Mines/NS,JA Douglas McCurdy Sydney Airport,Canada,SITA,136.85,46.1667,-60.0333
YUL,Montreal,Pierre Elliott Trudeau Int’l Airport,Canada,SITA,136.85,45.4667,-73.7333
YVO,Val d’or,Val d’or Airport,Canada,SITA,136.85,48.0500,-77.7833
YVP,Kuujjuaq,Kuujjuaq Airport,Canada,SITA,136.85,58.0500,-68.4833
YVR,Vancouver,Vancouver Int’l Airport,Canada,SITA,136.85,49.1833,-123.1667
YWG,Winnipeg,Winnipeg Int’l Airport,Canada,SITA,136.85,49.9500,-97.3333
YWK,Wabush,Wabush Airport,Canada,SITA,136.85,52.9167,-66.8500
YXE,Saskatoon,Saskatoon Airport,Canada,SITA,136.85,52.1667,-106.6833
YXS,Prince George B.C.,Prince George Airport,Canada,SITA,136.85,53.8667,-122.6500
YXT,Terrace,Northwest Regional Terrace Airport - Kitimat,Canada,SITA,136.85,54.4667,-128.5833
YXU,London,London Airport,Canada,SITA,136.85,43.0167,-81.1500
YXX,Abbotsford,Abbotsford Airport,Canada,SITA,136.85,49.0167,-122.3833
YXY,Whitehorse,Whitehorse Airport,Canada,SITA,136.85,60.7167,-135.0667
YYC,Calgary,Calgary Int’l Airport,Canada,SITA,136.85,51.1000,-114.0167
YYG,Charlottetown/PEI,Charlottetown Airport,Canada,SITA,136.85,46.2833,-63.1333
YYJ,Victoria,Victoria Int’l Airport,Canada,SITA,136.85,48.6333,-123.4333
YYT,St.Johns,St. Johns Int’l Airport,Canada,SITA,131.725,47.6167,-52.7500
YYT,St.Johns,St. Johns Int’l Airport,Canada,SITA,136.85,47.6167,-52.7500
YYZ,Toronto,Toronto Lester B.Pearson Int’l Airport,Canada,SITA,136.85,43.6667,-79.6333
YZF,Yellowknife,Yellowknife Airport,Canada,SITA,136.85,62.4667,-114.4333
YZP,Sandspit/BC,Sandspit,Canada,SITA,136.85,53.2500,-131.8167
YZV,Seven Islands,Seven Islands Airport,Canada,SITA,136.85,50.2500,-66.2500
ZAG,Zagreb,Zagreb Airport,Croatia,SITA,131.725,45.7333,16.0667
ZAL,Valdivia,Pichoy Airport,Chile,SITA,131.725,-39.6500,-73.0833
ZAZ,Zaragosa,Zaragosa Airport,Spain,ENAIRE,131.725,41.6500,-1.0000
ZCO,Temuco,Maquehue Airport,Chile,SITA,131.725,-38.7667,-72.6333
ZIH,Ixtapa/Zihuataneto,Ixtapa Zihuatanejo Int’l Airport,Mexico,SITA,131.725,17.6000,-101.4667
ZNE,Newman,Newman Airport,Australia,SITA,131.55,-23.3500,119.7167
ZOS,Osorno,Canal Bajo Carlos Hott Siebert Airport,Chile,SITA,131.725,-40.6000,-73.0500
